,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
195,frozenset({'ArtBks'}),"frozenset({'DoItYBks', 'YouthBks'})",0.241,0.1155,0.06,0.24896265560165975,2.155520827719998,0.0321645,1.1777044198895028,0.7062911725955204
196,frozenset({'DoItYBks'}),"frozenset({'ArtBks', 'YouthBks'})",0.282,0.101,0.06,0.2127659574468085,2.106593638087213,0.031518,1.141972972972973,0.731615598885794
197,frozenset({'YouthBks'}),"frozenset({'ArtBks', 'DoItYBks'})",0.2475,0.1235,0.06,0.24242424242424243,1.962949331370384,0.029433749999999998,1.1569800000000001,0.6519102990033223
198,"frozenset({'GeogBks', 'DoItYBks'})",frozenset({'YouthBks'}),0.1325,0.2475,0.068,0.5132075471698113,2.073565847150753,0.03520625,1.5458333333333332,0.5968172571622309
199,"frozenset({'GeogBks', 'YouthBks'})",frozenset({'DoItYBks'}),0.1205,0.282,0.068,0.5643153526970955,2.0011182719755163,0.03401900000000001,1.6479809523809528,0.5688225261679432
200,"frozenset({'DoItYBks', 'YouthBks'})",frozenset({'GeogBks'}),0.1155,0.276,0.068,0.5887445887445888,2.1331325679151765,0.036122,1.760463157894737,0.600571941608752
201,frozenset({'GeogBks'}),"frozenset({'DoItYBks', 'YouthBks'})",0.276,0.1155,0.068,0.24637681159420288,2.1331325679151765,0.036122,1.1736634615384614,0.7337097822554436
202,frozenset({'DoItYBks'}),"frozenset({'GeogBks', 'YouthBks'})",0.282,0.1205,0.068,0.2411347517730497,2.0011182719755163,0.03401900000000001,1.1589672897196261,0.6967679829592005
203,frozenset({'YouthBks'}),"frozenset({'GeogBks', 'DoItYBks'})",0.2475,0.1325,0.068,0.2747474747474748,2.073565847150753,0.03520625,1.196135097493036,0.6880252100840336
204,"frozenset({'RefBks', 'GeogBks'})",frozenset({'YouthBks'}),0.1105,0.2475,0.057,0.5158371040723982,2.0841903194844376,0.02965125,1.5542289719626168,0.5848199757403627
205,"frozenset({'RefBks', 'YouthBks'})",frozenset({'GeogBks'}),0.0965,0.276,0.057,0.5906735751295337,2.1401216490200494,0.030366,1.768759493670886,0.5896367925902194
206,"frozenset({'GeogBks', 'YouthBks'})",frozenset({'RefBks'}),0.1205,0.2145,0.057,0.47302904564315357,2.205263616051998,0.031152750000000003,1.4905944881889766,0.6214206636545886
207,frozenset({'RefBks'}),"frozenset({'GeogBks', 'YouthBks'})",0.2145,0.1205,0.057,0.26573426573426573,2.205263616051998,0.031152750000000003,1.197795238095238,0.6957854534490269
208,frozenset({'GeogBks'}),"frozenset({'RefBks', 'YouthBks'})",0.276,0.0965,0.057,0.20652173913043478,2.1401216490200494,0.030366,1.1386575342465755,0.7358243675487061
209,frozenset({'YouthBks'}),"frozenset({'RefBks', 'GeogBks'})",0.2475,0.1105,0.057,0.23030303030303031,2.084190319484437,0.02965125,1.1556496062992125,0.6912921839482427
210,"frozenset({'GeogBks', 'ArtBks'})",frozenset({'YouthBks'}),0.1275,0.2475,0.065,0.5098039215686274,2.059813824519707,0.03344375,1.5350999999999997,0.5897068547498346
211,"frozenset({'GeogBks', 'YouthBks'})",frozenset({'ArtBks'}),0.1205,0.241,0.065,0.5394190871369295,2.238253473597218,0.035959500000000005,1.6479189189189192,0.6290199851314122
212,"frozenset({'ArtBks', 'YouthBks'})",frozenset({'GeogBks'}),0.101,0.276,0.065,0.6435643564356436,2.331754914621897,0.037124,2.031222222222222,0.6353041841362197
213,frozenset({'GeogBks'}),"frozenset({'ArtBks', 'YouthBks'})",0.276,0.101,0.065,0.23550724637681159,2.3317549146218965,0.037124,1.1759431279620853,0.7888652783680408
214,frozenset({'ArtBks'}),"frozenset({'GeogBks', 'YouthBks'})",0.241,0.1205,0.065,0.26970954356846477,2.238253473597218,0.035959500000000005,1.204315340909091,0.728884159318942
215,frozenset({'YouthBks'}),"frozenset({'GeogBks', 'ArtBks'})",0.2475,0.1275,0.065,0.26262626262626265,2.059813824519707,0.03344375,1.1832534246575344,0.6837464860720676
216,"frozenset({'CookBks', 'RefBks'})",frozenset({'DoItYBks'}),0.1525,0.282,0.0845,0.5540983606557378,1.9648878037437514,0.04149500000000001,1.6102205882352945,0.5794278333420608
217,"frozenset({'CookBks', 'DoItYBks'})",frozenset({'RefBks'}),0.1875,0.2145,0.0845,0.4506666666666667,2.101010101010101,0.04428125000000001,1.4299150485436896,0.6449704142011835
218,"frozenset({'RefBks', 'DoItYBks'})",frozenset({'CookBks'}),0.1055,0.431,0.0845,0.8009478672985783,1.8583477199502976,0.03902950000000001,2.8585476190476196,0.5163639731296782
219,frozenset({'CookBks'}),"frozenset({'RefBks', 'DoItYBks'})",0.431,0.1055,0.0845,0.1960556844547564,1.8583477199502978,0.03902950000000001,1.1126392496392497,0.8117532055615064
220,frozenset({'RefBks'}),"frozenset({'CookBks', 'DoItYBks'})",0.2145,0.1875,0.0845,0.393939393939394,2.101010101010101,0.04428125000000001,1.3406250000000002,0.6671399892278316
221,frozenset({'DoItYBks'}),"frozenset({'CookBks', 'RefBks'})",0.282,0.1525,0.0845,0.29964539007092206,1.9648878037437512,0.04149500000000001,1.210101265822785,0.6839346640075161
222,"frozenset({'CookBks', 'ArtBks'})",frozenset({'DoItYBks'}),0.167,0.282,0.1015,0.6077844311377245,2.155263940204697,0.05440600000000001,1.830625954198473,0.6434810377352913
223,"frozenset({'CookBks', 'DoItYBks'})",frozenset({'ArtBks'}),0.1875,0.241,0.1015,0.5413333333333333,2.2461964038727524,0.05631250000000001,1.654796511627907,0.682834406972338
224,"frozenset({'ArtBks', 'DoItYBks'})",frozenset({'CookBks'}),0.1235,0.431,0.1015,0.8218623481781377,1.90687319762909,0.04827150000000001,3.1941590909090922,0.5425913072312348
225,frozenset({'CookBks'}),"frozenset({'ArtBks', 'DoItYBks'})",0.431,0.1235,0.1015,0.2354988399071926,1.9068731976290898,0.04827150000000001,1.1464992412746586,0.8358194741444243
226,frozenset({'ArtBks'}),"frozenset({'CookBks', 'DoItYBks'})",0.241,0.1875,0.1015,0.42116182572614114,2.246196403872753,0.05631250000000001,1.403673835125448,0.7309656859881748
227,frozenset({'DoItYBks'}),"frozenset({'CookBks', 'ArtBks'})",0.282,0.167,0.1015,0.35992907801418444,2.1552639402046974,0.05440600000000001,1.3014182825484764,0.7465455493502753
228,"frozenset({'CookBks', 'DoItYBks'})",frozenset({'GeogBks'}),0.1875,0.276,0.1085,0.5786666666666667,2.0966183574879227,0.056749999999999995,1.7183544303797467,0.6437433534207727
229,"frozenset({'CookBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.1925,0.282,0.1085,0.5636363636363636,1.9987105093488073,0.054215000000000006,1.6454166666666665,0.6187955657645062
230,"frozenset({'GeogBks', 'DoItYBks'})",frozenset({'CookBks'}),0.1325,0.431,0.1085,0.8188679245283018,1.8999255789519764,0.051392499999999994,3.141354166666665,0.5460099071700819
231,frozenset({'CookBks'}),"frozenset({'GeogBks', 'DoItYBks'})",0.431,0.1325,0.1085,0.2517401392111369,1.8999255789519767,0.051392499999999994,1.1593565891472868,0.8324491994201161
232,frozenset({'DoItYBks'}),"frozenset({'CookBks', 'GeogBks'})",0.282,0.1925,0.1085,0.3847517730496454,1.9987105093488073,0.054215000000000006,1.3124783861671472,0.6959295534189955
233,frozenset({'GeogBks'}),"frozenset({'CookBks', 'DoItYBks'})",0.276,0.1875,0.1085,0.3931159420289855,2.0966183574879227,0.056749999999999995,1.3388059701492536,0.7224329760419583
234,"frozenset({'CookBks', 'ItalCook'})",frozenset({'DoItYBks'}),0.1135,0.282,0.0585,0.5154185022026432,1.827725185115756,0.026493000000000003,1.4816909090909092,0.5108536885186632
235,"frozenset({'CookBks', 'DoItYBks'})",frozenset({'ItalCook'}),0.1875,0.1135,0.0585,0.312,2.748898678414097,0.03721875,1.2885174418604652,0.7830374753451677
236,"frozenset({'ItalCook', 'DoItYBks'})",frozenset({'CookBks'}),0.0585,0.431,0.0585,1.0,2.320185614849188,0.033286500000000004,inf,0.6043547530536378
237,frozenset({'CookBks'}),"frozenset({'ItalCook', 'DoItYBks'})",0.431,0.0585,0.0585,0.1357308584686775,2.320185614849188,0.033286500000000004,1.089359731543624,1.0000000000000002
238,frozenset({'ItalCook'}),"frozenset({'CookBks', 'DoItYBks'})",0.1135,0.1875,0.0585,0.5154185022026432,2.748898678414097,0.03721875,1.6767045454545455,0.7176739410241948
239,frozenset({'DoItYBks'}),"frozenset({'CookBks', 'ItalCook'})",0.282,0.1135,0.0585,0.20744680851063832,1.827725185115756,0.026493000000000003,1.1185369127516778,0.63074066138133
240,"frozenset({'CookBks', 'ArtBks'})",frozenset({'RefBks'}),0.167,0.2145,0.07,0.4191616766467066,1.954133690660637,0.03417850000000001,1.3523556701030928,0.5861516034985425
241,"frozenset({'CookBks', 'RefBks'})",frozenset({'ArtBks'}),0.1525,0.241,0.07,0.459016393442623,1.9046323379361951,0.033247500000000006,1.4030000000000002,0.5604298356510746
242,"frozenset({'RefBks', 'ArtBks'})",frozenset({'CookBks'}),0.0895,0.431,0.07,0.782122905027933,1.8146703132898678,0.03142550000000001,2.611564102564103,0.49306503491017506
243,frozenset({'CookBks'}),"frozenset({'RefBks', 'ArtBks'})",0.431,0.0895,0.07,0.16241299303944318,1.814670313289868,0.03142550000000001,1.087051246537396,0.788990710519709
244,frozenset({'ArtBks'}),"frozenset({'CookBks', 'RefBks'})",0.241,0.1525,0.07,0.29045643153526973,1.904632337936195,0.033247500000000006,1.1944298245614038,0.625776397515528
245,frozenset({'RefBks'}),"frozenset({'CookBks', 'ArtBks'})",0.2145,0.167,0.07,0.3263403263403264,1.954133690660637,0.03417850000000001,1.2365294117647059,0.6215967991270347
246,"frozenset({'CookBks', 'RefBks'})",frozenset({'GeogBks'}),0.1525,0.276,0.089,0.5836065573770491,2.114516512235685,0.04690999999999999,1.7387401574803147,0.6219217129031188
247,"frozenset({'CookBks', 'GeogBks'})",frozenset({'RefBks'}),0.1925,0.2145,0.089,0.4623376623376623,2.1554203372385192,0.047708749999999994,1.460954106280193,0.6638431836365533
248,"frozenset({'RefBks', 'GeogBks'})",frozenset({'CookBks'}),0.1105,0.431,0.089,0.8054298642533936,1.868746784810658,0.041374499999999995,2.9243953488372076,0.5226329651173807
249,frozenset({'CookBks'}),"frozenset({'RefBks', 'GeogBks'})",0.431,0.1105,0.089,0.20649651972157773,1.8687467848106583,0.041374499999999995,1.1209780701754386,0.8170158567168895
250,frozenset({'RefBks'}),"frozenset({'CookBks', 'GeogBks'})",0.2145,0.1925,0.089,0.4149184149184149,2.155420337238519,0.047708749999999994,1.3801494023904382,0.6824358635092511
251,frozenset({'GeogBks'}),"frozenset({'CookBks', 'RefBks'})",0.276,0.1525,0.089,0.32246376811594196,2.114516512235685,0.04690999999999999,1.250855614973262,0.7280091874107641
252,"frozenset({'CookBks', 'ArtBks'})",frozenset({'GeogBks'}),0.167,0.276,0.1035,0.6197604790419161,2.2455089820359277,0.05740799999999999,1.904062992125984,0.6658663465386154
253,"frozenset({'CookBks', 'GeogBks'})",frozenset({'ArtBks'}),0.1925,0.241,0.1035,0.5376623376623376,2.2309640566901976,0.0571075,1.6416573033707864,0.6832981857884268
254,"frozenset({'GeogBks', 'ArtBks'})",frozenset({'CookBks'}),0.1275,0.431,0.1035,0.8117647058823528,1.883444793230517,0.04854749999999999,3.022812499999998,0.5376022590423984
255,frozenset({'CookBks'}),"frozenset({'GeogBks', 'ArtBks'})",0.431,0.1275,0.1035,0.24013921113689093,1.8834447932305172,0.04854749999999999,1.148236641221374,0.8243549578462087
256,frozenset({'ArtBks'}),"frozenset({'CookBks', 'GeogBks'})",0.241,0.1925,0.1035,0.42946058091286304,2.2309640566901976,0.0571075,1.4153272727272728,0.7269608498341957
257,frozenset({'GeogBks'}),"frozenset({'CookBks', 'ArtBks'})",0.276,0.167,0.1035,0.37499999999999994,2.2455089820359277,0.05740799999999999,1.3328,0.7661141804788212
258,"frozenset({'CookBks', 'ArtBks'})",frozenset({'ItalCook'}),0.167,0.1135,0.0565,0.3383233532934132,2.9808224959772085,0.037545499999999996,1.3397782805429863,0.7977456469313388
259,"frozenset({'CookBks', 'ItalCook'})",frozenset({'ArtBks'}),0.1135,0.241,0.0565,0.4977973568281938,2.065549198457236,0.029146500000000002,1.511342105263158,0.5819145590943804
260,"frozenset({'ItalCook', 'ArtBks'})",frozenset({'CookBks'}),0.0565,0.431,0.0565,1.0,2.320185614849188,0.032148499999999997,inf,0.6030736618971912
261,frozenset({'CookBks'}),"frozenset({'ItalCook', 'ArtBks'})",0.431,0.0565,0.0565,0.13109048723897912,2.320185614849188,0.032148499999999997,1.0858437917222963,1.0
262,frozenset({'ArtBks'}),"frozenset({'CookBks', 'ItalCook'})",0.241,0.1135,0.0565,0.2344398340248963,2.065549198457236,0.029146500000000002,1.1579756097560976,0.6796670047920529
263,frozenset({'ItalCook'}),"frozenset({'CookBks', 'ArtBks'})",0.1135,0.167,0.0565,0.4977973568281938,2.9808224959772085,0.037545499999999996,1.6586929824561403,0.7496019446066613
264,"frozenset({'CookBks', 'ItalCook'})",frozenset({'GeogBks'}),0.1135,0.276,0.064,0.5638766519823788,2.0430313477622417,0.032673999999999995,1.6600808080808078,0.5758953750705018
265,"frozenset({'CookBks', 'GeogBks'})",frozenset({'ItalCook'}),0.1925,0.1135,0.064,0.33246753246753247,2.9292293609474225,0.04215125,1.3280252918287938,0.8156201625386996
266,"frozenset({'ItalCook', 'GeogBks'})",frozenset({'CookBks'}),0.064,0.431,0.064,1.0,2.320185614849188,0.036416000000000004,inf,0.607905982905983
267,frozenset({'CookBks'}),"frozenset({'ItalCook', 'GeogBks'})",0.431,0.064,0.064,0.14849187935034802,2.320185614849188,0.036416000000000004,1.099226158038147,1.0000000000000002
268,frozenset({'ItalCook'}),"frozenset({'CookBks', 'GeogBks'})",0.1135,0.1925,0.064,0.5638766519823788,2.929229360947422,0.04215125,1.8515404040404038,0.7429365834743373
269,frozenset({'GeogBks'}),"frozenset({'CookBks', 'ItalCook'})",0.276,0.1135,0.064,0.23188405797101447,2.043031347762242,0.032673999999999995,1.1541226415094339,0.7051536602209943
270,"frozenset({'RefBks', 'ArtBks'})",frozenset({'DoItYBks'}),0.0895,0.282,0.0535,0.5977653631284916,2.1197353302428783,0.028261,1.7850277777777777,0.5801680292742512
271,"frozenset({'RefBks', 'DoItYBks'})",frozenset({'ArtBks'}),0.1055,0.241,0.0535,0.5071090047393365,2.104186741656998,0.028074500000000002,1.539894230769231,0.5866484173793118
272,"frozenset({'ArtBks', 'DoItYBks'})",frozenset({'RefBks'}),0.1235,0.2145,0.0535,0.4331983805668016,2.019572869775299,0.02700925,1.3858464285714285,0.5759792291985434
273,frozenset({'RefBks'}),"frozenset({'ArtBks', 'DoItYBks'})",0.2145,0.1235,0.0535,0.2494172494172494,2.019572869775299,0.02700925,1.1677593167701863,0.6427062945799151
274,frozenset({'ArtBks'}),"frozenset({'RefBks', 'DoItYBks'})",0.241,0.1055,0.0535,0.2219917012448133,2.104186741656998,0.028074500000000002,1.1497306666666667,0.6913794589536159
275,frozenset({'DoItYBks'}),"frozenset({'RefBks', 'ArtBks'})",0.282,0.0895,0.0535,0.1897163120567376,2.1197353302428783,0.028261,1.1236805251641138,0.7357144716632391
276,"frozenset({'RefBks', 'DoItYBks'})",frozenset({'GeogBks'}),0.1055,0.276,0.0585,0.5545023696682465,2.009066556769009,0.029382000000000002,1.625148936170213,0.5614940304711127
277,"frozenset({'RefBks', 'GeogBks'})",frozenset({'DoItYBks'}),0.1105,0.282,0.0585,0.5294117647058824,1.877346683354193,0.027339000000000006,1.52575,0.5253887952032978
278,"frozenset({'GeogBks', 'DoItYBks'})",frozenset({'RefBks'}),0.1325,0.2145,0.0585,0.44150943396226416,2.058319039451115,0.03007875,1.4064695945945946,0.5926993275696446
279,frozenset({'RefBks'}),"frozenset({'GeogBks', 'DoItYBks'})",0.2145,0.1325,0.0585,0.27272727272727276,2.0583190394511153,0.03007875,1.1928124999999998,0.6545724591555273
280,frozenset({'DoItYBks'}),"frozenset({'RefBks', 'GeogBks'})",0.282,0.1105,0.0585,0.20744680851063832,1.877346683354193,0.027339000000000006,1.1223221476510068,0.6508820798514393
281,frozenset({'GeogBks'}),"frozenset({'RefBks', 'DoItYBks'})",0.276,0.1055,0.0585,0.21195652173913043,2.009066556769009,0.029382000000000002,1.1350896551724137,0.6937243235585777
282,"frozenset({'GeogBks', 'ArtBks'})",frozenset({'DoItYBks'}),0.1275,0.282,0.073,0.5725490196078431,2.0303156723682383,0.037045,1.6797247706422016,0.5816226400282608
283,"frozenset({'GeogBks', 'DoItYBks'})",frozenset({'ArtBks'}),0.1325,0.241,0.073,0.5509433962264151,2.286072183512096,0.04106749999999999,1.6902100840336134,0.648493940231337
284,"frozenset({'ArtBks', 'DoItYBks'})",frozenset({'GeogBks'}),0.1235,0.276,0.073,0.5910931174089068,2.1416417297424157,0.03891399999999999,1.7705742574257421,0.608178543240941
285,frozenset({'GeogBks'}),"frozenset({'ArtBks', 'DoItYBks'})",0.276,0.1235,0.073,0.26449275362318836,2.1416417297424157,0.03891399999999999,1.1916945812807882,0.7362824491031559
286,frozenset({'ArtBks'}),"frozenset({'GeogBks', 'DoItYBks'})",0.241,0.1325,0.073,0.3029045643153527,2.2860721835120956,0.04106749999999999,1.2444494047619048,0.741196960672839
287,frozenset({'DoItYBks'}),"frozenset({'GeogBks', 'ArtBks'})",0.282,0.1275,0.073,0.25886524822695034,2.030315672368238,0.037045,1.1772488038277513,0.7067768153546763
288,"frozenset({'RefBks', 'ArtBks'})",frozenset({'GeogBks'}),0.0895,0.276,0.0565,0.6312849162011174,2.287264189134483,0.031798,1.9635757575757578,0.6181180232586393
289,"frozenset({'RefBks', 'GeogBks'})",frozenset({'ArtBks'}),0.1105,0.241,0.0565,0.5113122171945701,2.1216274572388802,0.029869500000000004,1.5531388888888888,0.5943380739900611
290,"frozenset({'GeogBks', 'ArtBks'})",frozenset({'RefBks'}),0.1275,0.2145,0.0565,0.44313725490196076,2.0659079482608895,0.02915125,1.410580985915493,0.5913482262849608
291,frozenset({'RefBks'}),"frozenset({'GeogBks', 'ArtBks'})",0.2145,0.1275,0.0565,0.2634032634032634,2.0659079482608895,0.02915125,1.1845015822784812,0.6568444652242246
292,frozenset({'ArtBks'}),"frozenset({'RefBks', 'GeogBks'})",0.241,0.1105,0.0565,0.2344398340248963,2.1216274572388802,0.029869500000000004,1.1618943089430895,0.696526636118787
293,frozenset({'GeogBks'}),"frozenset({'RefBks', 'ArtBks'})",0.276,0.0895,0.0565,0.20471014492753623,2.287264189134483,0.031798,1.144865603644647,0.7773431770400431
